Timestamp,P (W),S (VA),Q (VAR),Irms (A),Vrms (V),Pf,F (Hz),Appliance
2024-10-27 18:24:37,596.39,599.63,62.29,2.184,274.54,0.995,49.91,heater
2024-10-27 18:24:37,910.86,917.61,111.1,3.349,273.98,0.993,49.91,toaster
2024-10-27 18:24:37,81.47,89.63,37.37,0.327,274.2,0.909,50.41,fan
2024-10-27 18:24:37,597.17,601.15,69.06,2.183,275.36,0.993,50.41,heater
2024-10-27 18:24:37,912.45,919.74,115.54,3.348,274.73,0.992,50.41,toaster
2024-10-27 18:24:38,82.38,90.55,37.59,0.328,276.45,0.91,49.97,fan
2024-10-27 18:24:38,597.29,600.9,65.79,2.183,275.28,0.994,49.97,heater
2024-10-27 18:24:38,908.93,915.99,113.51,3.346,273.77,0.992,49.97,toaster
2024-10-27 18:24:40,81.01,89.08,37.04,0.325,274.05,0.909,49.85,fan
2024-10-27 18:24:40,596.61,599.92,62.98,2.182,274.92,0.994,49.85,heater
2024-10-27 18:24:40,914.61,921.4,111.61,3.347,275.3,0.993,49.85,toaster
2024-10-27 18:24:42,81.73,89.5,36.47,0.326,274.28,0.913,88.3,fan
2024-10-27 18:24:42,596.59,600.41,67.62,2.183,275.1,0.994,88.3,heater
2024-10-27 18:24:42,911.03,917.59,109.52,3.344,274.4,0.993,88.3,toaster
2024-10-27 18:24:45,0.1,15.35,15.35,0.056,275.34,0.007,49.92,No Appliance Detected
2024-10-27 18:24:45,596.04,599.18,61.33,2.184,274.37,0.995,49.92,heater
2024-10-27 18:24:45,916.11,922.53,108.63,3.348,275.52,0.993,49.92,toaster
2024-10-27 18:24:47,-0.25,14.85,14.85,0.054,275.02,0.017,49.93,No Appliance Detected
2024-10-27 18:24:47,596.71,600.45,66.87,2.185,274.85,0.994,49.93,heater
2024-10-27 18:24:47,912.37,919.14,111.29,3.345,274.77,0.993,49.93,toaster
2024-10-27 18:24:49,0.08,16.62,16.62,0.061,273.58,0.005,49.84,No Appliance Detected
2024-10-27 18:24:49,592.46,595.66,61.66,2.177,273.6,0.995,49.84,heater
2024-10-27 18:24:49,907.78,915.33,117.33,3.341,273.98,0.992,49.84,toaster
2024-10-27 18:24:51,-0.54,14.06,14.05,0.051,274.16,0.039,49.91,No Appliance Detected
2024-10-27 18:24:51,597.73,601.38,66.16,2.184,275.35,0.994,49.91,heater
2024-10-27 18:24:51,911.8,919.41,118.02,3.34,275.23,0.992,49.91,toaster
2024-10-27 18:24:53,-0.43,14.68,14.67,0.053,274.7,0.029,49.94,No Appliance Detected
2024-10-27 18:24:53,593.56,597.43,67.92,2.183,273.62,0.994,49.94,heater
2024-10-27 18:24:53,910.12,916.53,108.2,3.344,274.06,0.993,49.94,toaster
2024-10-27 18:24:55,91.66,99.47,38.65,0.362,274.81,0.921,49.91,fan
2024-10-27 18:24:55,597.32,601.29,68.99,2.186,275.11,0.993,49.91,heater
2024-10-27 18:24:55,911.93,919.01,113.84,3.346,274.66,0.992,49.91,toaster
2024-10-27 18:24:57,87.41,95.36,38.11,0.346,275.65,0.917,49.99,fan
2024-10-27 18:24:57,595.68,599.51,67.7,2.183,274.59,0.994,49.99,heater
2024-10-27 18:24:57,910.6,917.02,108.33,3.348,273.88,0.993,49.99,toaster
2024-10-27 18:24:59,83.42,91.21,36.89,0.333,273.95,0.915,50.02,fan
2024-10-27 18:24:59,598.49,602.02,65.13,2.184,275.62,0.994,50.02,heater
2024-10-27 18:24:59,913.11,918.93,103.27,3.346,274.65,0.994,50.02,toaster
2024-10-27 18:25:01,82.65,90.75,37.48,0.33,275.4,0.911,50.43,fan
2024-10-27 18:25:01,597.44,600.88,64.17,2.184,275.17,0.994,50.43,heater
2024-10-27 18:25:01,912.88,919.55,110.55,3.348,274.64,0.993,50.43,toaster
2024-10-27 18:25:03,80.39,88.66,37.38,0.323,274.71,0.907,50.0,fan
2024-10-27 18:25:03,595.47,599.64,70.54,2.182,274.81,0.993,50.0,heater
2024-10-27 18:25:03,911.17,917.53,107.83,3.345,274.28,0.993,50.0,toaster
2024-10-27 18:25:06,80.63,88.74,37.07,0.323,274.64,0.909,49.97,fan
2024-10-27 18:25:06,598.53,601.91,63.71,2.185,275.44,0.994,49.97,heater
2024-10-27 18:25:06,911.09,917.93,111.81,3.346,274.33,0.993,49.97,toaster
2024-10-27 18:25:08,81.12,88.94,36.47,0.324,274.54,0.912,49.7,fan
2024-10-27 18:25:08,595.56,599.17,65.67,2.184,274.39,0.994,49.7,heater
2024-10-27 18:25:08,913.71,919.99,107.25,3.347,274.88,0.993,49.7,toaster
2024-10-27 18:25:10,80.98,89.01,36.95,0.324,274.39,0.91,50.04,fan
2024-10-27 18:25:10,594.0,597.11,60.85,2.182,273.63,0.995,50.04,heater
2024-10-27 18:25:10,914.22,920.65,108.66,3.351,274.75,0.993,50.04,toaster
2024-10-27 18:25:12,80.96,89.26,37.58,0.326,274.02,0.907,50.01,fan
2024-10-27 18:25:12,594.23,597.83,65.52,2.187,273.35,0.994,50.01,heater
2024-10-27 18:25:12,915.33,921.08,102.77,3.347,275.18,0.994,50.01,toaster
2024-10-27 18:25:14,87.34,93.3,32.83,0.34,274.04,0.936,50.07,fan
2024-10-27 18:25:14,597.35,600.52,61.61,2.187,274.56,0.995,50.07,heater
2024-10-27 18:25:14,914.74,920.93,106.62,3.349,274.97,0.993,50.07,toaster
2024-10-27 18:25:16,87.38,93.67,33.74,0.341,274.83,0.933,50.02,fan
2024-10-27 18:25:16,596.17,600.26,70.03,2.184,274.87,0.993,50.02,heater
2024-10-27 18:25:16,913.38,920.1,111.02,3.349,274.71,0.993,50.02,toaster
2024-10-27 18:25:18,87.79,94.3,34.42,0.343,274.92,0.931,50.04,fan
2024-10-27 18:25:18,597.29,601.18,68.23,2.182,275.55,0.994,50.04,heater
2024-10-27 18:25:18,912.32,918.7,108.05,3.345,274.62,0.993,50.04,toaster
2024-10-27 18:25:20,87.51,93.69,33.47,0.34,275.5,0.934,50.05,fan
2024-10-27 18:25:20,0.72,16.0,15.98,0.058,276.19,0.045,50.05,No Appliance Detected
2024-10-27 18:25:20,921.29,928.82,118.06,3.362,276.23,0.992,50.05,toaster
2024-10-27 18:25:22,87.98,94.33,34.04,0.342,275.47,0.933,50.05,fan
2024-10-27 18:25:22,0.44,15.24,15.23,0.055,274.93,0.029,50.05,No Appliance Detected
2024-10-27 18:25:22,917.49,924.02,109.64,3.36,275.03,0.993,50.05,toaster
2024-10-27 18:25:25,87.69,94.07,34.05,0.341,275.89,0.932,3064.94,fan
2024-10-27 18:25:25,0.27,15.07,15.07,0.055,276.14,0.018,3064.94,No Appliance Detected
2024-10-27 18:25:25,920.27,927.25,113.56,3.365,275.54,0.992,3064.94,toaster
2024-10-27 18:25:27,88.84,94.83,33.18,0.343,276.22,0.937,50.03,fan
2024-10-27 18:25:27,0.28,15.6,15.6,0.057,275.23,0.018,50.03,No Appliance Detected
2024-10-27 18:25:27,922.07,928.66,110.43,3.364,276.07,0.993,50.03,toaster
2024-10-27 18:25:29,88.04,94.06,33.11,0.341,275.98,0.936,50.01,fan
2024-10-27 18:25:29,0.25,15.3,15.3,0.055,276.69,0.016,50.01,No Appliance Detected
2024-10-27 18:25:29,924.42,931.17,111.9,3.362,276.97,0.993,50.01,toaster
2024-10-27 18:25:31,87.31,93.48,33.42,0.34,275.03,0.934,50.0,fan
2024-10-27 18:25:31,598.38,601.64,62.49,2.194,274.21,0.995,50.0,heater
2024-10-27 18:25:31,918.22,925.58,116.46,3.35,276.27,0.992,50.0,toaster
2024-10-27 18:25:33,87.9,94.23,33.95,0.343,275.0,0.933,50.03,fan
2024-10-27 18:25:33,599.17,602.85,66.52,2.192,274.98,0.994,50.03,heater
2024-10-27 18:25:33,914.7,920.91,106.77,3.349,274.98,0.993,50.03,toaster
2024-10-27 18:25:35,87.33,93.69,33.93,0.342,274.03,0.932,50.04,fan
2024-10-27 18:25:35,597.07,600.43,63.44,2.19,274.18,0.994,50.04,heater
2024-10-27 18:25:35,913.63,920.81,114.71,3.35,274.83,0.992,50.04,toaster
2024-10-27 18:26:05,87.47,93.48,32.96,0.34,275.14,0.936,50.06,fan
2024-10-27 18:26:05,598.12,601.75,65.99,2.19,274.72,0.994,50.06,heater
2024-10-27 18:26:05,915.49,922.96,117.18,3.35,275.52,0.992,50.06,toaster
2024-10-27 18:26:05,87.33,93.72,34.01,0.34,275.24,0.932,50.03,fan
2024-10-27 18:26:05,597.86,601.35,64.71,2.189,274.73,0.994,50.03,heater
2024-10-27 18:26:05,910.75,917.64,112.28,3.349,273.97,0.992,50.03,toaster
2024-10-27 18:26:05,86.75,93.04,33.62,0.339,274.5,0.932,50.04,fan
2024-10-27 18:26:05,597.53,600.92,63.72,2.186,274.92,0.994,50.04,heater
2024-10-27 18:26:05,913.87,920.79,112.75,3.346,275.2,0.992,50.04,toaster
2024-10-27 18:26:06,87.46,93.93,34.25,0.341,275.78,0.931,50.03,fan
2024-10-27 18:26:06,592.75,596.81,69.56,2.181,273.61,0.993,50.03,heater
2024-10-27 18:26:06,908.9,915.58,110.47,3.339,274.2,0.993,50.03,toaster
2024-10-27 18:26:06,86.67,93.01,33.76,0.34,273.79,0.932,50.04,fan
2024-10-27 18:26:06,595.64,599.61,68.93,2.184,274.5,0.993,50.04,heater
2024-10-27 18:26:06,456.29,650.54,463.69,2.363,275.34,0.701,50.04,toaster
2024-10-27 18:26:06,87.35,93.46,33.22,0.339,275.74,0.935,49.96,fan
2024-10-27 18:26:06,600.74,604.39,66.34,2.193,275.56,0.994,49.96,heater
2024-10-27 18:26:06,-0.42,16.03,16.02,0.058,275.33,0.026,49.96,No Appliance Detected
2024-10-27 18:26:06,87.01,93.19,33.36,0.339,275.19,0.934,50.05,fan
2024-10-27 18:26:06,599.97,603.92,68.91,2.195,275.16,0.993,50.05,heater
2024-10-27 18:26:06,-0.49,14.54,14.53,0.053,276.52,0.033,50.05,No Appliance Detected
2024-10-27 18:26:06,87.35,93.66,33.78,0.339,275.98,0.933,49.78,fan
2024-10-27 18:26:06,601.26,605.33,70.1,2.196,275.68,0.993,49.78,heater
2024-10-27 18:26:06,-0.19,14.75,14.75,0.054,275.54,0.013,49.78,No Appliance Detected
2024-10-27 18:26:06,87.65,93.92,33.73,0.34,275.91,0.933,49.87,fan
2024-10-27 18:26:06,600.21,603.59,63.79,2.195,274.96,0.994,49.87,heater
2024-10-27 18:26:06,0.18,16.87,16.87,0.061,274.74,0.01,49.87,No Appliance Detected
2024-10-27 18:26:06,87.51,93.81,33.82,0.341,275.03,0.933,50.02,fan
2024-10-27 18:26:06,598.71,602.17,64.5,2.194,274.43,0.994,50.02,heater
2024-10-27 18:26:06,-0.41,15.14,15.14,0.055,276.28,0.027,50.02,No Appliance Detected
2024-10-27 18:26:06,87.72,93.59,32.61,0.341,274.48,0.937,50.26,fan
2024-10-27 18:26:06,599.03,602.85,67.79,2.19,275.34,0.994,50.26,heater
2024-10-27 18:26:06,-0.5,13.83,13.82,0.05,275.24,0.036,50.26,No Appliance Detected
2024-10-27 18:26:06,87.48,93.64,33.4,0.339,276.19,0.934,50.04,fan
2024-10-27 18:26:06,604.01,607.31,63.24,2.197,276.44,0.995,50.04,heater
2024-10-27 18:26:06,-0.16,14.94,14.94,0.054,275.52,0.011,50.04,No Appliance Detected
2024-10-27 18:26:06,88.3,94.54,33.77,0.342,276.62,0.934,49.58,fan
2024-10-27 18:26:06,605.65,609.91,71.96,2.199,277.35,0.993,49.58,heater
2024-10-27 18:26:06,-0.66,14.97,14.96,0.054,276.64,0.044,49.58,No Appliance Detected
2024-10-27 18:26:07,87.89,94.08,33.54,0.34,276.37,0.934,50.03,fan
2024-10-27 18:26:07,600.83,604.89,69.91,2.195,275.51,0.993,50.03,heater
2024-10-27 18:26:07,-0.48,14.3,14.29,0.052,275.5,0.033,50.03,No Appliance Detected
2024-10-27 18:26:07,88.07,94.18,33.38,0.341,276.33,0.935,99.88,fan
2024-10-27 18:26:07,605.03,608.96,69.08,2.199,276.97,0.994,99.88,heater
2024-10-27 18:26:07,-0.54,14.99,14.98,0.054,275.65,0.036,99.88,No Appliance Detected
2024-10-27 18:26:09,87.36,93.41,33.07,0.339,275.72,0.935,49.98,fan
2024-10-27 18:26:09,604.18,607.94,67.57,2.196,276.79,0.994,49.98,heater
2024-10-27 18:26:09,-0.16,16.41,16.41,0.059,276.25,0.009,49.98,No Appliance Detected
2024-10-27 18:26:11,114.45,116.51,21.82,0.422,276.36,0.982,50.01,fan
2024-10-27 18:26:11,604.11,607.63,65.36,2.196,276.69,0.994,50.01,heater
2024-10-27 18:26:11,-0.28,16.6,16.6,0.06,276.5,0.017,50.01,No Appliance Detected
2024-10-27 18:26:13,105.26,107.41,21.43,0.388,276.49,0.98,49.91,fan
2024-10-27 18:26:13,601.27,604.85,65.75,2.198,275.2,0.994,49.91,heater
2024-10-27 18:26:13,0.07,16.92,16.92,0.061,275.58,0.004,49.91,No Appliance Detected
2024-10-27 18:26:15,104.67,106.9,21.73,0.387,276.11,0.979,49.97,fan
2024-10-27 18:26:15,603.98,607.78,67.86,2.195,276.92,0.994,49.97,heater
2024-10-27 18:26:15,-0.09,15.58,15.58,0.056,276.36,0.006,49.97,No Appliance Detected
2024-10-27 18:26:17,105.2,107.3,21.12,0.389,275.99,0.98,49.99,fan
2024-10-27 18:26:17,602.34,606.27,68.96,2.195,276.2,0.994,49.99,heater
2024-10-27 18:26:17,-0.97,15.36,15.33,0.056,275.48,0.063,49.99,No Appliance Detected
2024-10-27 18:26:19,105.96,108.01,20.94,0.39,276.68,0.981,49.97,fan
2024-10-27 18:26:19,601.71,605.47,67.36,2.195,275.79,0.994,49.97,heater
2024-10-27 18:26:19,-0.19,16.75,16.75,0.061,275.16,0.011,49.97,No Appliance Detected
2024-10-27 18:26:21,104.41,106.73,22.12,0.388,275.32,0.978,49.96,fan
2024-10-27 18:26:21,601.59,605.34,67.28,2.191,276.33,0.994,49.96,heater
2024-10-27 18:26:21,885.03,916.44,237.9,3.333,274.98,0.966,49.96,toaster
2024-10-27 18:26:23,103.78,106.03,21.71,0.386,274.5,0.979,49.7,fan
2024-10-27 18:26:23,593.62,597.27,66.01,2.181,273.85,0.994,49.7,heater
2024-10-27 18:26:23,919.72,926.83,114.59,3.369,275.08,0.992,49.7,toaster
2024-10-27 18:26:26,104.25,106.3,20.78,0.388,274.02,0.981,49.95,fan
2024-10-27 18:26:26,596.45,600.62,70.71,2.181,275.33,0.993,49.95,heater
2024-10-27 18:26:26,912.28,919.34,113.71,3.354,274.08,0.992,49.95,toaster
2024-10-27 18:26:28,103.22,105.35,21.08,0.384,274.44,0.98,2609.73,fan
2024-10-27 18:26:28,593.58,597.16,65.3,2.18,273.95,0.994,2609.73,heater
2024-10-27 18:26:28,911.11,917.88,111.27,3.352,273.8,0.993,2609.73,toaster
2024-10-27 18:26:30,105.06,106.95,20.05,0.39,274.34,0.982,49.94,fan
2024-10-27 18:26:30,596.08,599.5,63.9,2.181,274.92,0.994,49.94,heater
2024-10-27 18:26:30,909.72,916.17,108.6,3.35,273.46,0.993,49.94,toaster
2024-10-27 18:26:32,104.09,106.06,20.39,0.386,274.46,0.981,49.93,fan
2024-10-27 18:26:32,597.92,601.32,63.88,2.179,275.94,0.994,49.93,heater
2024-10-27 18:26:32,909.7,917.31,117.93,3.352,273.68,0.992,49.93,toaster
2024-10-27 18:26:34,103.8,105.85,20.72,0.386,273.9,0.981,50.07,fan
2024-10-27 18:26:34,594.85,599.18,71.9,2.179,274.92,0.993,50.07,heater
2024-10-27 18:26:34,911.95,919.22,115.44,3.346,274.69,0.992,50.07,toaster
2024-10-27 18:26:36,103.42,105.32,19.96,0.384,274.04,0.982,50.07,fan
2024-10-27 18:26:36,594.33,598.4,69.68,2.18,274.55,0.993,50.07,heater
2024-10-27 18:26:36,907.56,914.01,108.45,3.344,273.35,0.993,50.07,toaster
2024-10-27 18:26:38,104.23,106.66,22.63,0.388,274.95,0.977,49.93,fan
2024-10-27 18:26:38,594.41,598.15,66.84,2.18,274.43,0.994,49.93,heater
2024-10-27 18:26:38,912.42,919.51,113.94,3.345,274.85,0.992,49.93,toaster
2024-10-27 18:26:40,104.43,106.67,21.73,0.389,273.94,0.979,50.41,fan
2024-10-27 18:26:40,594.16,597.84,66.21,2.182,273.94,0.994,50.41,heater
2024-10-27 18:26:40,912.66,919.15,109.01,3.348,274.57,0.993,50.41,toaster
2024-10-27 18:26:42,104.35,106.58,21.66,0.387,275.56,0.979,49.91,fan
2024-10-27 18:26:42,1211.74,1218.88,131.71,4.445,274.2,0.994,49.91,heater
2024-10-27 18:26:42,908.36,915.55,114.5,3.338,274.3,0.992,49.91,toaster
2024-10-27 18:26:44,103.59,105.57,20.38,0.384,274.81,0.981,49.92,fan
2024-10-27 18:26:44,1201.69,1208.8,130.89,4.421,273.43,0.994,49.92,heater
2024-10-27 18:26:44,903.44,909.87,107.96,3.334,272.94,0.993,49.92,toaster
2024-10-27 18:26:47,85.04,91.09,32.62,0.331,274.96,0.934,49.95,fan
2024-10-27 18:26:47,1192.5,1206.92,185.95,4.413,273.5,0.988,49.95,heater
2024-10-27 18:26:47,908.79,916.29,117.02,3.333,274.92,0.992,49.95,toaster
2024-10-27 18:26:49,86.46,92.38,32.53,0.338,273.68,0.936,49.92,fan
2024-10-27 18:26:49,1206.58,1213.91,133.22,4.413,275.06,0.994,49.92,heater
2024-10-27 18:26:49,904.77,911.37,109.46,3.334,273.39,0.993,49.92,toaster
2024-10-27 18:26:51,86.79,93.17,33.88,0.34,274.08,0.932,49.95,fan
2024-10-27 18:26:51,1198.14,1204.69,125.48,4.412,273.03,0.995,49.95,heater
2024-10-27 18:26:51,903.77,911.52,118.56,3.335,273.32,0.992,49.95,toaster
2024-10-27 18:26:53,86.09,92.06,32.61,0.336,273.66,0.935,49.98,fan
2024-10-27 18:26:53,1201.58,1207.85,122.88,4.41,273.91,0.995,49.98,heater
2024-10-27 18:26:53,906.63,913.93,115.28,3.331,274.35,0.992,49.98,toaster
2024-10-27 18:26:55,86.28,92.45,33.2,0.337,273.95,0.933,50.78,fan
2024-10-27 18:26:55,1200.75,1208.18,133.74,4.4,274.59,0.994,50.78,heater
2024-10-27 18:26:55,903.06,909.99,112.1,3.329,273.35,0.992,50.78,toaster
2024-10-27 18:26:57,87.06,93.19,33.24,0.339,274.58,0.934,4934.63,fan
2024-10-27 18:26:57,1203.49,1209.93,124.74,4.4,275.01,0.995,4934.63,heater
2024-10-27 18:26:57,903.56,910.4,111.42,3.335,272.98,0.992,4934.63,toaster
2024-10-27 18:26:59,86.66,92.96,33.65,0.34,273.31,0.932,88.16,fan
2024-10-27 18:26:59,1197.02,1205.03,138.68,4.391,274.43,0.993,88.16,heater
2024-10-27 18:26:59,900.65,907.05,107.53,3.329,272.43,0.993,88.16,toaster
2024-10-27 18:27:01,86.49,92.73,33.43,0.339,273.69,0.933,49.86,fan
2024-10-27 18:27:01,1193.45,1200.21,127.28,4.387,273.6,0.994,49.86,heater
2024-10-27 18:27:01,902.45,909.34,111.73,3.328,273.27,0.992,49.86,toaster
2024-10-27 18:27:03,86.17,92.34,33.2,0.337,274.2,0.933,49.92,fan
2024-10-27 18:27:03,1196.5,1203.77,132.08,4.385,274.52,0.994,49.92,heater
2024-10-27 18:27:03,904.08,911.18,113.52,3.326,273.95,0.992,49.92,toaster
2024-10-27 18:27:35,87.36,93.25,32.62,0.339,274.72,0.937,49.89,fan
2024-10-27 18:27:35,1195.19,1203.71,142.95,4.386,274.43,0.993,49.89,heater
2024-10-27 18:27:35,904.33,911.59,114.79,3.334,273.46,0.992,49.89,toaster
2024-10-27 18:27:35,86.61,92.5,32.48,0.337,274.1,0.936,49.88,fan
2024-10-27 18:27:35,1188.78,1195.42,125.87,4.386,272.58,0.994,49.88,heater
2024-10-27 18:27:35,909.24,916.34,113.83,3.33,275.19,0.992,49.88,toaster
2024-10-27 18:27:36,86.44,92.86,33.94,0.338,274.4,0.931,49.86,fan
2024-10-27 18:27:36,1194.13,1201.19,130.06,4.38,274.22,0.994,49.86,heater
2024-10-27 18:27:36,901.75,908.06,106.88,3.323,273.31,0.993,49.86,toaster
2024-10-27 18:27:36,86.1,92.38,33.47,0.338,273.21,0.932,49.86,fan
2024-10-27 18:27:36,1187.49,1194.17,126.15,4.372,273.12,0.994,49.86,heater
2024-10-27 18:27:36,902.05,908.95,111.81,3.324,273.42,0.992,49.86,toaster
2024-10-27 18:27:36,86.42,92.38,32.65,0.338,273.49,0.935,49.86,fan
2024-10-27 18:27:36,1193.37,1199.48,120.91,4.377,274.04,0.995,49.86,heater
2024-10-27 18:27:36,906.41,914.07,118.09,3.329,274.61,0.992,49.86,toaster
2024-10-27 18:27:36,85.45,91.9,33.81,0.336,273.5,0.93,49.89,fan
2024-10-27 18:27:36,1187.33,1194.62,131.76,4.375,273.06,0.994,49.89,heater
2024-10-27 18:27:36,901.77,908.5,110.4,3.328,273.0,0.993,49.89,toaster
2024-10-27 18:27:36,86.78,92.77,32.8,0.339,273.66,0.935,49.86,fan
2024-10-27 18:27:36,1190.79,1197.39,125.6,4.374,273.72,0.994,49.86,heater
2024-10-27 18:27:36,899.76,906.21,107.93,3.326,272.47,0.993,49.86,toaster
2024-10-27 18:27:36,86.04,92.14,32.97,0.337,273.76,0.934,49.85,fan
2024-10-27 18:27:36,1186.75,1192.73,119.29,4.365,273.26,0.995,49.85,heater
2024-10-27 18:27:36,903.06,909.75,110.15,3.323,273.8,0.993,49.85,toaster
2024-10-27 18:27:36,86.01,92.09,32.91,0.337,273.07,0.934,49.87,fan
2024-10-27 18:27:36,1183.98,1190.32,122.72,4.367,272.6,0.995,49.87,heater
2024-10-27 18:27:36,901.38,908.49,113.48,3.323,273.4,0.992,49.87,toaster
2024-10-27 18:27:36,86.34,92.65,33.6,0.338,273.97,0.932,49.87,fan
2024-10-27 18:27:36,1188.03,1194.91,128.04,4.367,273.63,0.994,49.87,heater
2024-10-27 18:27:36,904.76,910.89,105.5,3.327,273.82,0.993,49.87,toaster
2024-10-27 18:27:36,86.3,92.43,33.1,0.338,273.23,0.934,49.85,fan
2024-10-27 18:27:36,1192.12,1199.56,133.4,4.368,274.61,0.994,49.85,heater
2024-10-27 18:27:36,904.27,911.45,114.23,3.329,273.82,0.992,49.85,toaster
2024-10-27 18:27:36,85.82,91.89,32.84,0.336,273.48,0.934,98.33,fan
2024-10-27 18:27:36,1188.14,1195.17,129.4,4.368,273.6,0.994,98.33,heater
2024-10-27 18:27:36,902.52,908.97,108.06,3.327,273.25,0.993,98.33,toaster
2024-10-27 18:27:37,85.83,91.85,32.7,0.334,274.62,0.934,49.88,fan
2024-10-27 18:27:37,1182.61,1189.32,126.21,4.359,272.86,0.994,49.88,heater
2024-10-27 18:27:37,904.42,911.5,113.34,3.328,273.91,0.992,49.88,toaster
2024-10-27 18:27:37,84.72,91.2,33.77,0.333,273.56,0.929,49.86,fan
2024-10-27 18:27:37,1186.46,1193.41,128.55,4.36,273.74,0.994,49.86,heater
2024-10-27 18:27:37,901.42,908.89,116.32,3.323,273.55,0.992,49.86,toaster
2024-10-27 18:27:37,86.31,92.48,33.2,0.338,273.91,0.933,49.82,fan
2024-10-27 18:27:37,1185.72,1193.46,135.7,4.36,273.76,0.994,49.82,heater
2024-10-27 18:27:37,898.87,905.51,109.4,3.321,272.68,0.993,49.82,toaster
2024-10-27 18:27:37,85.37,91.65,33.34,0.335,273.32,0.932,50.46,fan
2024-10-27 18:27:37,1187.08,1193.86,127.05,4.358,273.95,0.994,50.46,heater
2024-10-27 18:27:37,902.48,909.59,113.49,3.322,273.82,0.992,50.46,toaster
2024-10-27 18:27:39,79.14,86.7,35.4,0.317,273.65,0.913,49.86,fan
2024-10-27 18:27:39,1184.47,1191.34,127.75,4.357,273.44,0.994,49.86,heater
2024-10-27 18:27:39,903.79,910.44,109.89,3.321,274.11,0.993,49.86,toaster
2024-10-27 18:27:41,80.14,87.77,35.81,0.321,273.37,0.913,49.88,fan
2024-10-27 18:27:41,1189.31,1195.47,121.26,4.357,274.39,0.995,49.88,heater
2024-10-27 18:27:41,901.75,908.78,112.84,3.325,273.34,0.992,49.88,toaster
2024-10-27 18:27:43,80.31,88.14,36.33,0.322,273.69,0.911,50.48,fan
2024-10-27 18:27:43,1183.17,1188.86,116.22,4.362,272.58,0.995,50.48,heater
2024-10-27 18:27:43,906.41,913.92,116.88,3.328,274.6,0.992,50.48,toaster
2024-10-27 18:27:45,81.52,89.18,36.18,0.325,274.45,0.914,49.81,fan
2024-10-27 18:27:45,1188.76,1196.01,131.47,4.364,274.08,0.994,49.81,heater
2024-10-27 18:27:45,904.37,911.74,115.69,3.327,274.04,0.992,49.81,toaster
2024-10-27 18:27:47,81.51,89.66,37.34,0.327,274.54,0.909,49.83,fan
2024-10-27 18:27:47,-0.16,14.43,14.43,0.053,274.78,0.011,49.83,No Appliance Detected
2024-10-27 18:27:47,903.74,910.28,108.94,3.329,273.41,0.993,49.83,toaster
2024-10-27 18:27:50,81.69,89.87,37.44,0.326,275.67,0.909,49.81,fan
2024-10-27 18:27:50,-0.01,15.04,15.04,0.054,276.18,0.0,49.81,No Appliance Detected
2024-10-27 18:27:50,915.33,922.34,113.55,3.355,274.95,0.992,49.81,toaster
2024-10-27 18:27:52,81.34,89.49,37.32,0.326,274.3,0.909,49.92,fan
2024-10-27 18:27:52,595.69,599.11,63.95,2.189,273.74,0.994,49.92,heater
2024-10-27 18:27:52,637.89,767.19,426.23,2.796,274.41,0.831,49.92,toaster
2024-10-27 18:27:54,82.59,90.61,37.26,0.328,276.15,0.912,49.87,fan
2024-10-27 18:27:54,598.42,602.78,72.4,2.19,275.21,0.993,49.87,heater
2024-10-27 18:27:54,-0.13,14.9,14.9,0.054,275.68,0.009,49.87,No Appliance Detected
2024-10-27 18:27:56,81.5,89.47,36.9,0.325,275.04,0.911,49.65,fan
2024-10-27 18:27:56,597.24,601.43,70.81,2.186,275.1,0.993,49.65,heater
2024-10-27 18:27:56,-0.29,15.05,15.04,0.055,274.7,0.019,49.65,No Appliance Detected
2024-10-27 18:27:58,81.94,90.01,37.26,0.326,276.24,0.91,49.85,fan
2024-10-27 18:27:58,598.64,603.1,73.17,2.189,275.55,0.993,49.85,heater
2024-10-27 18:27:58,-0.2,15.63,15.63,0.057,275.43,0.013,49.85,No Appliance Detected
2024-10-27 18:28:00,82.11,89.9,36.61,0.325,276.86,0.913,49.79,fan
2024-10-27 18:28:00,599.33,603.38,69.75,2.19,275.54,0.993,49.79,heater
2024-10-27 18:28:00,-0.8,15.07,15.05,0.055,275.66,0.053,49.79,No Appliance Detected
2024-10-27 18:28:02,81.37,89.42,37.09,0.325,274.95,0.91,49.95,fan
2024-10-27 18:28:02,597.67,601.63,68.89,2.19,274.76,0.993,49.95,heater
2024-10-27 18:28:02,0.11,13.65,13.65,0.05,275.12,0.008,49.95,No Appliance Detected
2024-10-27 18:28:04,81.86,89.97,37.33,0.327,275.05,0.91,49.86,fan
2024-10-27 18:28:04,598.35,602.37,69.48,2.187,275.44,0.993,49.86,heater
2024-10-27 18:28:04,-0.33,14.96,14.96,0.054,275.7,0.022,49.86,No Appliance Detected
2024-10-27 18:28:06,81.71,89.73,37.07,0.326,274.88,0.911,50.23,fan
2024-10-27 18:28:06,592.92,596.91,68.85,2.179,273.89,0.993,50.23,heater
2024-10-27 18:28:06,914.73,921.9,114.69,3.36,274.34,0.992,50.23,toaster
2024-10-27 18:28:08,81.66,89.52,36.7,0.325,275.37,0.912,49.79,fan
2024-10-27 18:28:08,593.21,597.36,70.29,2.178,274.28,0.993,49.79,heater
2024-10-27 18:28:08,910.26,916.93,110.35,3.348,273.9,0.993,49.79,toaster
